id,Podcast_Name,Episode_Title,Episode_Length_minutes,Genre,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment,Listening_Time_minutes
741880,Humor Hub,Episode 63,93.68,Comedy,83.78,Sunday,Night,8.83,1,Positive,55.26966
741886,News Roundup,Episode 100,,News,76.17,Sunday,Evening,97.28,3,Neutral,67.02378
741892,Lifestyle Lounge,Episode 2,119.1,Lifestyle,82.03,Sunday,Morning,,1,Positive,82.82758
741905,Style Guide,Episode 45,77.66,Lifestyle,91.57,Sunday,Night,35.45,3,Negative,45.27262
741912,Home & Living,Episode 42,65,Lifestyle,54.79,Sunday,Night,11.91,0,Neutral,61.93174
741914,Melody Mix,Episode 72,74.61,Music,39.13,Sunday,Night,90.2,0,Neutral,60.65929
741918,Lifestyle Lounge,Episode 60,,Lifestyle,75.21,Sunday,Evening,,3,Neutral,27.8832
741921,Lifestyle Lounge,Episode 72,94.65,Lifestyle,85.64,Sunday,Morning,47.2,0,Negative,51.95331
741922,Innovators,Episode 84,,Technology,93.88,Sunday,Night,58.69,3,Negative,13.31
741930,Tech Talks,Episode 46,108.07,Technology,55.69,Sunday,Night,62.84,3,Positive,93.46185
741937,Crime Chronicles,Episode 79,69.13746,True Crime,67.23,Sunday,Night,63.23,0,Negative,69.13746
741938,Game Day,Episode 13,62.01,Sports,62.18,Sunday,Afternoon,,3,Positive,52.72345
741946,Sports Central,Episode 66,6.71,Sports,42.57,Sunday,Morning,,0,Negative,0
741955,Mystery Matters,Episode 88,23.44,True Crime,71.38,Sunday,Night,88.58,0,Neutral,16.27311
741961,Melody Mix,Episode 61,20.67,Music,57.3,Sunday,Afternoon,,3,Neutral,8.54
741966,Fashion Forward,Episode 42,29.77,Lifestyle,67.76,Sunday,Morning,82.8,1,Positive,19.65281
741967,Funny Folks,Episode 26,84.21,Comedy,24.53,Sunday,Evening,49.78,0,Positive,59.94656
741968,Sports Weekly,Episode 66,,Sports,45.77,Sunday,Evening,85.61,1,Neutral,20.8924
741975,Comedy Corner,Episode 83,29.28,Comedy,43.97,Sunday,Afternoon,31.41,0,Negative,25.01179
741977,Health Hour,Episode 33,117.06,Health,73.25,Sunday,Night,55.95,1,Neutral,61.47951
741983,Joke Junction,Episode 9,70.04,Comedy,97.31,Sunday,Afternoon,93.39,1,Positive,61.86748
741984,Style Guide,Episode 88,,Lifestyle,52.71,Sunday,Afternoon,0.69,3,Negative,30.132
741991,Sports Central,Episode 7,115.25,Sports,24.99,Sunday,Night,,1,Negative,68.46361
741997,Crime Chronicles,Episode 38,21.04,True Crime,28.4,Sunday,Night,85.39,0,Negative,15.39086
742003,Innovators,Episode 87,70.8,Technology,96.79,Sunday,Afternoon,29.45,2,Negative,57.77577
742020,Market Masters,Episode 27,72.51,Business,58.34,Sunday,Afternoon,72.27,0,Positive,56.26231
742022,Comedy Corner,Episode 13,28.82,Comedy,53.21,Sunday,Evening,45.11,2,Negative,25.40018
742032,Current Affairs,Episode 66,7.83,News,67.71,Sunday,Evening,,3,Negative,0
742036,Gadget Geek,Episode 57,19.53,Technology,61.47,Sunday,Night,19.81,2,Negative,9.79912
742045,Crime Chronicles,Episode 13,19.89,True Crime,73.96,Sunday,Evening,43.03,3,Positive,7.4569
742047,World Watch,Episode 100,50.79,News,62.47,Sunday,Morning,,1,Negative,33.16
742055,Global News,Episode 43,46.2,News,42.45,Sunday,Afternoon,49.28,3,Positive,43.41636
742056,Game Day,Episode 1,86.68,Sports,59.66,Sunday,Morning,51.69,2,Neutral,38.6
742064,Comedy Corner,Episode 97,33.67,Comedy,48.33,Sunday,Evening,48.08,1,Negative,28.85061
742065,Digital Digest,Episode 92,21.99,Technology,56.23,Sunday,Afternoon,89.62,0,Positive,20.54159
742071,Game Day,Episode 16,38.22,Sports,45.8,Sunday,Night,,0,Positive,25.78371
742079,Business Insights,Episode 69,36.61,Business,52.8,Sunday,Afternoon,65.83,2,Negative,13
742080,Business Insights,Episode 31,57.65,Business,83.94,Sunday,Evening,82.87,1,Positive,33.86241
742081,Gadget Geek,Episode 96,111.73,Technology,66.23,Sunday,Morning,63.32,1,Positive,96.97281
742091,Criminal Minds,Episode 41,106.59,True Crime,87.53,Sunday,Night,65.87,2,Neutral,89.89735
742094,Melody Mix,Episode 76,38.31,Music,33.69,Sunday,Night,3.1,2,Negative,29.41384
742096,World Watch,Episode 50,21.45,News,57.77,Sunday,Evening,10.14,3,Positive,9.55985
742100,Fitness First,Episode 18,65.29,Health,79.65,Sunday,Morning,,0,Neutral,61.76008
742108,Sports Central,Episode 6,92.76,Sports,70.46,Sunday,Morning,54.93,1,Negative,60.94903
742125,Business Briefs,Episode 53,116.85,Business,29.25,Sunday,Evening,6.64,1,Neutral,69.48052
742126,Criminal Minds,Episode 53,69.89,True Crime,69.69,Sunday,Morning,13.27,3,Negative,36.03669
742130,Crime Chronicles,Episode 55,112.36,True Crime,47.64,Sunday,Evening,99.87,1,Positive,89.8
742132,Sound Waves,Episode 17,31.57,Music,55.64,Sunday,Afternoon,34.68,2,Negative,15.23156
742135,News Roundup,Episode 87,105.39,News,80.32,Sunday,Afternoon,41.3,2,Neutral,67.05827
742136,Sports Central,Episode 58,117.2,Sports,84.16,Sunday,Afternoon,37.41,0,Positive,63.02402
742140,Sport Spot,Episode 87,67.81,Sports,46.29,Sunday,Night,26.9,1,Neutral,56.51431
742145,Criminal Minds,Episode 75,64.56,True Crime,75.24,Sunday,Evening,55.59,3,Negative,51.15448
742155,Fitness First,Episode 82,16.5,Health,36.14,Sunday,Evening,85.13,2,Positive,9.59627
742161,Melody Mix,Episode 98,27.66,Music,63.81,Sunday,Morning,,3,Negative,15.09
742162,Health Hour,Episode 18,32.73,Health,94.63,Sunday,Morning,79.45,1,Negative,17.89
742177,Comedy Corner,Episode 87,103.13,Comedy,67.11,Sunday,Evening,57.65,2,Neutral,84.08317
742195,Tech Talks,Episode 54,73.18,Technology,69.24,Sunday,Morning,69.49,1,Neutral,52.08244
742200,Sports Central,Episode 6,73.74,Sports,60.78,Sunday,Evening,,0,Negative,57.46597
742203,Business Briefs,Episode 38,,Business,90.06,Sunday,Evening,,0,Negative,71.34611
742215,Style Guide,Episode 60,92.56,Lifestyle,42.22,Sunday,Morning,60.59,3,Negative,53.95645
742218,Sports Weekly,Episode 67,95.63,Sports,59.67,Sunday,Afternoon,,0,Negative,61.85231
742220,Sports Central,Episode 40,78.46,Sports,64.29,Sunday,Afternoon,78.12,1,Negative,55.32769
742230,Wellness Wave,Episode 7,18.58,Health,58.99,Sunday,Afternoon,17.06,2,Positive,2.49232
742231,Game Day,Episode 13,64.05,Sports,22.01,Sunday,Evening,,0,Negative,51.58802
742241,Digital Digest,Episode 66,6.6,Technology,34.81,Sunday,Morning,,2,Negative,0
742249,Sound Waves,Episode 33,32.53,Music,40.02,Sunday,Evening,79.25,1,Neutral,27.97547
742250,Detective Diaries,Episode 86,72.74,True Crime,72.72,Sunday,Evening,34.27,0,Negative,55.26045
742251,Digital Digest,Episode 7,40.53,Technology,26.54,Sunday,Night,,2,Neutral,16.00297
742275,True Crime Stories,Episode 14,85.71,True Crime,44.44,Sunday,Morning,26.18,1,Neutral,45.14532
742277,Melody Mix,Episode 52,,Music,47.08,Sunday,Afternoon,65.93,0,Positive,14.93
742283,Market Masters,Episode 83,72.32,Business,65.04,Sunday,Morning,72.54,1,Negative,49.13251
742294,Tech Trends,Episode 73,108.49,Technology,83.17,Sunday,Morning,91.33,2,Neutral,70.32941
742298,Sound Waves,Episode 77,27.45,Music,36.79,Sunday,Night,27.85,0,Positive,27.27082
742299,Sound Waves,Episode 14,111.18,Music,38.14,Sunday,Evening,56.51,1,Neutral,94.24872
742306,Tune Time,Episode 86,45.96,Music,57.99,Sunday,Night,34.56,1,Positive,38.68463
742315,Study Sessions,Episode 51,55.08,Education,81,Sunday,Night,92.16,3,Negative,31.30536
742316,Joke Junction,Episode 23,98.41,Comedy,33.92,Sunday,Evening,36.88,3,Neutral,71.06516
742334,Game Day,Episode 84,100.73,Sports,66.96,Sunday,Morning,,0,Neutral,73.95426
742336,Game Day,Episode 62,58.69,Sports,58.18,Sunday,Afternoon,75.7,1,Negative,44.96
742337,Tech Trends,Episode 88,117.29,Technology,96.97,Sunday,Morning,94.12,1,Neutral,112.60318
742345,Digital Digest,Episode 73,53.91,Technology,60.96,Sunday,Night,20.91,1,Positive,48.90443
742355,Tech Trends,Episode 30,40.15,Technology,27.17,Sunday,Evening,,2,Negative,30.6263
742356,Health Hour,Episode 90,74.22,Health,27.76,Sunday,Morning,57.44,1,Neutral,58.59
742357,Educational Nuggets,Episode 95,,Education,75.79,Sunday,Night,79.37,3,Positive,55.9081
742363,Sports Weekly,Episode 12,93.61,Sports,61.91,Sunday,Evening,24.42,3,Negative,39.77669
742364,Sports Central,Episode 70,71.28,Sports,65.15,Sunday,Night,41.58,2,Negative,33.60717
742373,Business Briefs,Episode 82,30.35,Business,92.21,Sunday,Night,,1,Positive,9.5193
742385,Market Masters,Episode 12,10.32,Business,80.61,Sunday,Morning,64.47,2,Negative,7.68656
742393,Comedy Corner,Episode 72,22.07,Comedy,26.6,Sunday,Night,81.77,2,Positive,4.09759
742409,Tech Trends,Episode 91,105.62,Technology,61.05,Sunday,Night,52.79,0,Positive,79.59052
742416,Sound Waves,Episode 35,46.37,Music,45.71,Sunday,Afternoon,76.89,2,Neutral,18.31783
742419,Fashion Forward,Episode 98,8.09,Lifestyle,30.6,Sunday,Evening,85.65,0,Negative,5.08642
742424,Tech Trends,Episode 64,23.8,Technology,73.35,Sunday,Evening,43.6,1,Negative,23.1542
742425,Melody Mix,Episode 38,7.41,Music,82.79,Sunday,Afternoon,51.47,1,Negative,0
742427,Mind & Body,Episode 66,76.68,Health,86.08,Sunday,Night,81.81,0,Negative,48.84436
742431,Joke Junction,Episode 71,80.33,Comedy,46.27,Sunday,Night,,0,Negative,53.30822
742432,Detective Diaries,Episode 89,,True Crime,79.69,Sunday,Morning,,2,Negative,17.36266
742436,Tech Trends,Episode 33,79.84,Technology,81.96,Sunday,Morning,88.42,3,Positive,61.98328
742446,Business Insights,Episode 21,105.61,Business,56.68,Sunday,Afternoon,71.37,0,Neutral,61.61816
742455,Fashion Forward,Episode 73,37.53,Lifestyle,87.98,Sunday,Afternoon,66.8,1,Negative,17.63
742469,Detective Diaries,Episode 27,17.85,True Crime,52.62,Sunday,Afternoon,4.15,2,Positive,16.35512
742470,Joke Junction,Episode 88,99.66,Comedy,41.17,Sunday,Evening,30.84,1,Negative,78.52895
742486,Health Hour,Episode 53,106.53,Health,53.59,Sunday,Morning,45.12,3,Neutral,60.30667
742490,Sport Spot,Episode 15,,Sports,58.75,Sunday,Morning,61.01,3,Neutral,81.52
742493,Market Masters,Episode 70,21.41,Business,30.18,Sunday,Night,23.02,0,Positive,14.78
742494,Laugh Line,Episode 89,41.97,Comedy,98.94,Sunday,Evening,86.96,0,Neutral,37.08783
742498,Market Masters,Episode 83,44.27,Business,57.2,Sunday,Afternoon,,2,Neutral,37.29359
742509,Crime Chronicles,Episode 90,27.65,True Crime,48.65,Sunday,Morning,,0,Neutral,27.22526
742514,Daily Digest,Episode 64,104.52,News,43.4,Sunday,Afternoon,,2,Neutral,47.96508
742522,Sports Central,Episode 43,71.18,Sports,75.43,Sunday,Evening,52.83,2,Positive,47.48234
742538,Gadget Geek,Episode 35,50.49,Technology,23.06,Sunday,Morning,3.69,3,Positive,24.77796
742541,Detective Diaries,Episode 31,118.26,True Crime,43.26,Sunday,Morning,88.31,3,Neutral,67.38233
742552,Fitness First,Episode 33,7.45,Health,29.44,Sunday,Night,43.33,2,Neutral,0
742557,Lifestyle Lounge,Episode 72,84.54,Lifestyle,62.62,Sunday,Night,23.75,1,Positive,63.33215
742563,Style Guide,Episode 28,70.14,Lifestyle,74.79,Sunday,Evening,1.86,0,Positive,55.00656
742565,Style Guide,Episode 60,39.36,Lifestyle,30.13,Sunday,Night,45.38,0,Negative,33.39662
742593,True Crime Stories,Episode 89,95.18,True Crime,62.92,Sunday,Evening,,1,Negative,75.54
742598,Learning Lab,Episode 56,102.65,Education,93.22,Sunday,Afternoon,12.76,3,Negative,67.66142
742600,Educational Nuggets,Episode 38,64.19,Education,78.05,Sunday,Evening,30.39,2,Negative,41.63172
742604,Brain Boost,Episode 83,62.67,Education,65.3,Sunday,Evening,89.31,0,Positive,56.87358
742623,Brain Boost,Episode 88,19.1,Education,73.16,Sunday,Evening,4.19,3,Positive,14.18448
742629,Sports Weekly,Episode 97,57.23,Sports,32.78,Sunday,Evening,,0,Positive,50.54197
742644,Fashion Forward,Episode 74,56.14,Lifestyle,56.94,Sunday,Morning,25.98,0,Neutral,52.11622
742646,Daily Digest,Episode 61,50.12,News,34.25,Sunday,Afternoon,99.22,1,Neutral,31.68667
742664,Fashion Forward,Episode 78,,Lifestyle,51.6,Sunday,Evening,66.57,3,Neutral,78.86
742670,Study Sessions,Episode 89,,Education,79.83,Sunday,Morning,19.39,1,Positive,51.7672
742683,Melody Mix,Episode 13,89.59,Music,25.18,Sunday,Afternoon,53.54,3,Negative,39.27954
742685,Digital Digest,Episode 54,37.08,Technology,88.67,Sunday,Morning,95.29,3,Negative,31.25
742693,Crime Chronicles,Episode 95,85.69,True Crime,86.29,Sunday,Afternoon,,1,Positive,75.19897
742711,News Roundup,Episode 63,5.27,News,55.29,Sunday,Evening,,3,Negative,5.27085
742712,Detective Diaries,Episode 43,95.75,True Crime,81.03,Sunday,Afternoon,75.43,0,Negative,95.1
742719,Daily Digest,Episode 53,51.54,News,46.86,Sunday,Morning,86.97,0,Positive,37.08761
742720,Athlete's Arena,Episode 22,71.52,Sports,95.28,Sunday,Afternoon,21.15,0,Positive,41.46807
742728,Tech Talks,Episode 35,,Technology,30.99,Sunday,Evening,96.79,3,Neutral,44.66933
742733,Home & Living,Episode 100,28.69,Lifestyle,64.92,Sunday,Afternoon,23.23,1,Positive,21.59819
742734,Game Day,Episode 47,90.7,Sports,54.81,Sunday,Afternoon,12.41,2,Negative,47.87078
742735,Current Affairs,Episode 57,74.41,News,20.49,Sunday,Afternoon,99.76,3,Negative,57.5223
742738,Athlete's Arena,Episode 54,108.97,Sports,48.19,Sunday,Morning,3.65,1,Positive,63.01341
742740,Fashion Forward,Episode 82,81.72,Lifestyle,39.47,Sunday,Night,82.84,2,Negative,75.39001
742745,Current Affairs,Episode 84,29.06,News,59.38,Sunday,Evening,98.11,3,Negative,23.63384
742760,Detective Diaries,Episode 63,,True Crime,90.01,Sunday,Evening,32.67,0,Neutral,119.11
742790,Innovators,Episode 65,27.7,Technology,47.05,Sunday,Evening,54.23,2,Neutral,24.45834
742793,Innovators,Episode 83,56.56,Technology,47.87,Sunday,Night,62.61,0,Negative,39.78928
742795,Detective Diaries,Episode 24,81.71,True Crime,36.1,Sunday,Night,97.71,1,Neutral,55.33645
742799,Sports Weekly,Episode 79,18.11,Sports,75.56,Sunday,Night,48.69,1,Positive,9.65238
742802,Laugh Line,Episode 34,12.43,Comedy,41.29,Sunday,Afternoon,22.72,0,Negative,4.13407
742805,Laugh Line,Episode 95,63.73,Comedy,77.51,Sunday,Night,,2,Positive,43.59333
742813,World Watch,Episode 42,89.12,News,84.19,Sunday,Night,86.09,2,Negative,67.10973
742834,Sport Spot,Episode 100,5.87,Sports,98,Sunday,Evening,41.81,3,Positive,0
742835,Life Lessons,Episode 21,116.71,Lifestyle,72.18,Sunday,Afternoon,89.76,0,Neutral,91.7806
742847,Wellness Wave,Episode 36,18.9,Health,27,Sunday,Night,,1,Positive,11.61943
742856,Sports Weekly,Episode 16,39.39,Sports,97.86,Sunday,Morning,11.58,3,Positive,28.31534
742858,Health Hour,Episode 15,40.11,Health,36.89,Sunday,Night,27.2,1,Negative,21.42415
742865,Sport Spot,Episode 5,85.82,Sports,99.64,Sunday,Evening,86.42,1,Negative,76.3358
742878,Tech Trends,Episode 74,32.23,Technology,90.04,Sunday,Evening,63.41,1,Positive,25.57139
742894,Daily Digest,Episode 36,63.27,News,73.57,Sunday,Evening,,3,Positive,43.92558
742903,Criminal Minds,Episode 90,26.76,True Crime,46.27,Sunday,Evening,18.84,1,Neutral,15.5411
742921,Sports Weekly,Episode 75,115.68,Sports,41.46,Sunday,Evening,94.54,1,Positive,87.79133
742922,Humor Hub,Episode 69,82.09,Comedy,75.92,Sunday,Morning,62.82,0,Negative,36.50691
742927,Melody Mix,Episode 90,91.55,Music,54.18,Sunday,Night,,0,Positive,78.58321
742933,True Crime Stories,Episode 80,119.82,True Crime,61.03,Sunday,Morning,39.06,0,Negative,85.25311
742937,Crime Chronicles,Episode 47,93.67,True Crime,83.52,Sunday,Evening,86.52,0,Positive,79.85163
742938,Sport Spot,Episode 95,64.52,Sports,50.42,Sunday,Evening,95.62,2,Positive,33.29158
742962,Criminal Minds,Episode 78,44.98,True Crime,80.57,Sunday,Afternoon,72.66,1,Negative,41.98292
742975,Learning Lab,Episode 71,41.99,Education,38.86,Sunday,Evening,,2,Negative,30.53294
742980,Current Affairs,Episode 63,32.45,News,80.96,Sunday,Evening,51.96,3,Positive,29.73653
742986,Market Masters,Episode 84,119.09,Business,96.43,Sunday,Night,32.07,2,Neutral,100.03109
742988,Business Insights,Episode 25,47.3,Business,39.63,Sunday,Morning,,0,Neutral,23.56686
742997,Funny Folks,Episode 66,62.6,Comedy,27.5,Sunday,Afternoon,53.94,1,Neutral,53.67
743008,Melody Mix,Episode 90,71.72,Music,66.65,Sunday,Morning,67.6,2,Neutral,38.29283
743025,Tech Trends,Episode 40,37.25,Technology,47.3,Sunday,Morning,45.72,0,Positive,32.73354
743026,Tune Time,Episode 70,46.97,Music,38.08,Sunday,Afternoon,70.89,1,Negative,37.73
743028,Money Matters,Episode 31,,Business,32.87,Sunday,Afternoon,59.43,2,Neutral,72.01953
743030,Home & Living,Episode 18,92.29,Lifestyle,77.44,Sunday,Afternoon,50.94,1,Positive,53.15589
743040,Fitness First,Episode 55,28.38,Health,29.47,Sunday,Morning,64.55,2,Positive,19.27084
743050,Educational Nuggets,Episode 26,35.7,Education,27.2,Sunday,Afternoon,,2,Positive,26.18
743052,Joke Junction,Episode 42,83.55,Comedy,35.03,Sunday,Afternoon,33.47,0,Neutral,73.25729
743058,Home & Living,Episode 88,54.77,Lifestyle,95.94,Sunday,Evening,56.17,2,Neutral,42.9216
743069,Health Hour,Episode 1,119.14,Health,62.87,Sunday,Evening,45.41,2,Negative,85.78507
743079,Humor Hub,Episode 38,105.33,Comedy,71.74,Sunday,Night,43.69,3,Neutral,54.48
743082,Gadget Geek,Episode 3,31.03,Technology,29.44,Sunday,Evening,24.81,3,Neutral,21.35
743083,Detective Diaries,Episode 31,77.41,True Crime,61.08,Sunday,Night,86.36,0,Negative,53.37745
743091,Sport Spot,Episode 35,41.92,Sports,48.79,Sunday,Night,26.7,3,Negative,22.48642
743104,Sport Spot,Episode 92,92.83,Sports,28.74,Sunday,Morning,,0,Negative,84.73009
743109,Life Lessons,Episode 91,63.95,Lifestyle,94.97,Sunday,Night,55.61,1,Positive,54.62078
743119,Fashion Forward,Episode 69,16.31,Lifestyle,34.12,Sunday,Afternoon,59.8,3,Positive,6.35913
743126,Gadget Geek,Episode 90,44.33,Technology,69.25,Sunday,Morning,,3,Negative,21.4021
743130,Joke Junction,Episode 67,10.11,Comedy,45.11,Sunday,Evening,19.36,1,Positive,6.0991
743133,Fashion Forward,Episode 28,62.67,Lifestyle,38.99,Sunday,Night,86.28,0,Neutral,48.08
743134,Detective Diaries,Episode 84,117.61,True Crime,32.36,Sunday,Evening,1.84,1,Positive,114.99
743139,Game Day,Episode 10,95.55,Sports,41.12,Sunday,Evening,,0,Positive,68.42772
743143,Business Briefs,Episode 96,92.16,Business,53.52,Sunday,Night,79.99,3,Neutral,46.92899
743147,Innovators,Episode 28,27.09,Technology,47.83,Sunday,Evening,44.63,0,Neutral,15.87699
743152,Sports Weekly,Episode 99,24.16,Sports,78.51,Sunday,Evening,,1,Neutral,15.42611
743154,Finance Focus,Episode 79,65.09,Business,83.53,Sunday,Evening,70.09,3,Positive,42.08465
743170,Crime Chronicles,Episode 76,76.31,True Crime,68.36,Sunday,Night,0.67,0,Positive,43.45254
743172,Mystery Matters,Episode 68,39.6,True Crime,69.32,Sunday,Morning,90.2,3,Neutral,28.92
743174,Daily Digest,Episode 47,27.03,News,59.44,Sunday,Night,,1,Positive,9.35963
743179,Business Insights,Episode 72,108.06,Business,82.95,Sunday,Morning,36.95,0,Neutral,95.67954
743182,Funny Folks,Episode 83,13.15,Comedy,53.28,Sunday,Night,74.44,3,Positive,13.41636
743189,Business Insights,Episode 55,10.58,Business,53.57,Sunday,Morning,18.81,1,Neutral,1.52257
743192,Lifestyle Lounge,Episode 79,24.98,Lifestyle,96.52,Sunday,Morning,,1,Positive,20.49783
743198,Lifestyle Lounge,Episode 54,91.08,Lifestyle,79.81,Sunday,Evening,42.18,1,Positive,54.36581
743202,Crime Chronicles,Episode 89,102.52,True Crime,94.64,Sunday,Night,,0,Positive,93.79227
743203,Study Sessions,Episode 47,,Education,22.43,Sunday,Morning,42.2,0,Negative,38.01086
743210,Life Lessons,Episode 6,69.36,Lifestyle,28.43,Sunday,Morning,58.25,1,Positive,58.41943
743211,Educational Nuggets,Episode 83,114.28,Education,60.24,Sunday,Evening,79.31,2,Negative,62.35
743216,Athlete's Arena,Episode 55,77.67,Sports,67.43,Sunday,Night,34.05,0,Positive,74.06163
743217,Sports Central,Episode 91,86.58,Sports,89.52,Sunday,Night,66.21,1,Positive,80.31216
743218,Gadget Geek,Episode 33,49.81,Technology,55.28,Sunday,Evening,1.19,0,Neutral,36.85104
743235,Mind & Body,Episode 60,96.83,Health,49.46,Sunday,Morning,70.88,0,Neutral,96.2134
743237,Tech Trends,Episode 82,97.54,Technology,84.12,Sunday,Evening,21.79,0,Positive,75.53137
743241,Sports Weekly,Episode 69,54.27,Sports,99.35,Sunday,Evening,99.36,0,Positive,43.23536
743242,Fitness First,Episode 81,,Health,90.14,Sunday,Evening,21.51,0,Positive,45.66974
743251,Study Sessions,Episode 94,75.56,Education,88.94,Sunday,Morning,,3,Positive,53.81865
743262,Money Matters,Episode 71,10.2,Business,26.12,Sunday,Evening,84.95,0,Neutral,7.2083
743265,Mystery Matters,Episode 62,17.32,True Crime,78.87,Sunday,Morning,3.12,3,Negative,10.09334
743267,Business Briefs,Episode 17,17.18,Business,60.38,Sunday,Evening,,3,Positive,9.43082
743269,Sport Spot,Episode 70,16.54,Sports,38.37,Sunday,Night,90.93,0,Negative,9.60684
743275,Criminal Minds,Episode 55,24.39,True Crime,24.38,Sunday,Night,8.35,0,Positive,22.19362
743277,Fashion Forward,Episode 90,104.14,Lifestyle,31.27,Sunday,Morning,71.45,2,Negative,51.5822
743284,Tech Trends,Episode 46,28.47,Technology,69.9,Sunday,Morning,25.11,3,Positive,25.83902
743296,Lifestyle Lounge,Episode 65,,Lifestyle,58.8,Sunday,Morning,89.16,0,Negative,19.83
743305,Brain Boost,Episode 68,,Education,27.39,Sunday,Evening,51.3,0,Negative,76.96
743306,Style Guide,Episode 15,72.99,Lifestyle,31.3,Sunday,Night,42.47,3,Negative,52.92733
743316,Game Day,Episode 85,108.9,Sports,64.82,Sunday,Night,56.83,1,Negative,94.7718
743319,Joke Junction,Episode 25,55.72,Comedy,73.2,Sunday,Afternoon,55.8,1,Neutral,44.26574
743320,Fashion Forward,Episode 34,90.24,Lifestyle,42.18,Sunday,Afternoon,40.6,1,Neutral,67.59287
743325,Joke Junction,Episode 29,23.16,Comedy,30.15,Sunday,Evening,68.31,1,Negative,19.32423
743330,Tech Talks,Episode 22,119.56,Technology,60.86,Sunday,Morning,,3,Positive,86.3224
743336,Digital Digest,Episode 99,68.2,Technology,82.89,Sunday,Night,,1,Positive,46.38
743343,Detective Diaries,Episode 64,116.83,True Crime,90.8,Sunday,Afternoon,,1,Neutral,104.29
743349,World Watch,Episode 67,18.59,News,91.81,Sunday,Evening,48.05,2,Neutral,7.70645
743352,Sound Waves,Episode 77,89.47,Music,55.6,Sunday,Morning,25.2,1,Negative,58.42144
743361,True Crime Stories,Episode 69,,True Crime,33.44,Sunday,Night,72.01,2,Positive,18.43948
743363,Business Briefs,Episode 29,46.00041985,Business,28.69,Sunday,Night,35.15,0,Negative,46
743369,Digital Digest,Episode 79,55.53,Technology,45.01,Sunday,Night,45.79,0,Neutral,49.75144
743372,Market Masters,Episode 43,29.84,Business,80.16,Sunday,Afternoon,52.68,0,Negative,21.84553
743379,Mind & Body,Episode 31,31.57,Health,71.11,Sunday,Night,83.72,0,Negative,12.96017
743394,Educational Nuggets,Episode 18,78.46,Education,78.31,Sunday,Morning,77.85,0,Negative,56.59463
743404,Funny Folks,Episode 61,,Comedy,55.71,Sunday,Afternoon,93.35,2,Positive,29.93573
743406,World Watch,Episode 47,25.16,News,36.29,Sunday,Evening,26.45,1,Neutral,12.67464
743419,Detective Diaries,Episode 63,61.96,True Crime,30.6,Sunday,Evening,95.81,1,Neutral,47.90642
743428,Gadget Geek,Episode 97,57.93,Technology,88.85,Sunday,Afternoon,9.69,0,Negative,54.55284
743430,Tech Talks,Episode 61,107.47,Technology,22.31,Sunday,Morning,,1,Neutral,71.64307
743440,Global News,Episode 44,109.06,News,64.5,Sunday,Afternoon,24.14,3,Negative,70.22138
743446,Mind & Body,Episode 20,67.34,Health,22.49,Sunday,Night,24.18,0,Neutral,52.23102
743452,Business Briefs,Episode 47,39.38,Business,44.51,Sunday,Afternoon,,2,Positive,11.91581
743453,Mind & Body,Episode 23,93.31,Health,58.03,Sunday,Night,36.58,3,Positive,50.72345
743458,Healthy Living,Episode 8,81.31,Health,45.8,Sunday,Morning,27.77,1,Negative,54.05699
743460,Humor Hub,Episode 79,14.17,Comedy,79.51,Sunday,Night,,2,Neutral,3.29752
743461,Business Briefs,Episode 50,,Business,59.44,Sunday,Afternoon,,0,Positive,39.00798
743473,Athlete's Arena,Episode 79,114.18,Sports,95.68,Sunday,Night,72.7,0,Neutral,69.57179
743478,Lifestyle Lounge,Episode 58,,Lifestyle,49.82,Sunday,Morning,,3,Negative,66.30811
743484,Home & Living,Episode 25,5.03,Lifestyle,35.62,Sunday,Afternoon,64.94,3,Neutral,0
743494,Fashion Forward,Episode 11,38.6,Lifestyle,29.26,Sunday,Night,97.05,3,Neutral,31.69236
743495,Global News,Episode 20,103.06,News,68.58,Sunday,Evening,23.81,0,Positive,62.94853
743503,Money Matters,Episode 49,75.79,Business,37.8,Sunday,Afternoon,79.69,2,Neutral,42.63572
743515,Comedy Corner,Episode 8,79.88,Comedy,97.44,Sunday,Morning,97.72,3,Neutral,44.68448
743520,Life Lessons,Episode 2,84.99,Lifestyle,30.4,Sunday,Afternoon,4.96,3,Neutral,72.18
743522,Health Hour,Episode 48,,Health,23.44,Sunday,Afternoon,94.72,3,Positive,22.43992
743525,True Crime Stories,Episode 39,96.78,True Crime,85.66,Sunday,Evening,0.47,0,Neutral,85.98002
743531,Wellness Wave,Episode 25,64.2,Health,96.29,Sunday,Afternoon,73.8,0,Positive,53.54888
743542,Tech Talks,Episode 24,68.99,Technology,39.79,Sunday,Night,1.63,0,Neutral,61.33111
743544,Finance Focus,Episode 48,16.91,Business,65.46,Sunday,Evening,3.64,0,Negative,16.34
743553,Crime Chronicles,Episode 8,76.38,True Crime,77.05,Sunday,Night,0.98,0,Positive,63.23068
743555,Laugh Line,Episode 82,59.72,Comedy,71.02,Sunday,Night,2.38,2,Negative,29.10451
743561,Game Day,Episode 32,98.76,Sports,78.39,Sunday,Afternoon,99.39,1,Neutral,87.65
743563,Money Matters,Episode 40,,Business,38.56,Sunday,Afternoon,87.17,2,Neutral,11.31701
